ts,sym,bid,ask,bsz,asz
2025-09-03T09:30:00.480000,DEMO,99.990000,100.010000,348,324
2025-09-03T09:30:00.490000,DEMO,100.000000,100.020000,349,327
2025-09-03T09:30:00.500000,DEMO,100.000000,100.020000,300,280
2025-09-03T09:30:00.510000,DEMO,100.000000,100.020000,301,283
2025-09-03T09:30:00.520000,DEMO,99.980000,100.000000,302,286
2025-09-03T09:30:00.530000,DEMO,99.980000,100.000000,303,289
2025-09-03T09:30:00.540000,DEMO,99.980000,100.000000,304,292
2025-09-03T09:30:00.550000,DEMO,99.980000,100.000000,305,295
2025-09-03T09:30:00.560000,DEMO,99.990000,100.010000,306,298
2025-09-03T09:30:00.570000,DEMO,99.990000,100.010000,307,301
2025-09-03T09:30:00.580000,DEMO,99.990000,100.010000,308,304
2025-09-03T09:30:00.590000,DEMO,99.990000,100.010000,309,307
2025-09-03T09:30:00.600000,DEMO,99.990000,100.010000,310,310
2025-09-03T09:30:00.610000,DEMO,99.990000,100.010000,311,313
2025-09-03T09:30:00.620000,DEMO,99.990000,100.010000,312,316
2025-09-03T09:30:00.630000,DEMO,100.000000,100.020000,313,319
2025-09-03T09:30:00.640000,DEMO,100.000000,100.020000,314,322
2025-09-03T09:30:00.650000,DEMO,99.980000,100.000000,315,325
2025-09-03T09:30:00.660000,DEMO,99.980000,100.000000,316,328
2025-09-03T09:30:00.670000,DEMO,99.980000,100.000000,317,281
2025-09-03T09:30:00.680000,DEMO,99.980000,100.000000,318,284
2025-09-03T09:30:00.690000,DEMO,99.980000,100.000000,319,287
2025-09-03T09:30:00.700000,DEMO,99.990000,100.010000,320,290
2025-09-03T09:30:00.710000,DEMO,99.990000,100.010000,321,293
2025-09-03T09:30:00.720000,DEMO,99.990000,100.010000,322,296
2025-09-03T09:30:00.730000,DEMO,99.990000,100.010000,323,299
2025-09-03T09:30:00.740000,DEMO,99.990000,100.010000,324,302
2025-09-03T09:30:00.750000,DEMO,99.990000,100.010000,325,305
2025-09-03T09:30:00.760000,DEMO,99.990000,100.010000,326,308
2025-09-03T09:30:00.770000,DEMO,100.000000,100.020000,327,311
2025-09-03T09:30:00.780000,DEMO,99.980000,100.000000,328,314
2025-09-03T09:30:00.790000,DEMO,99.980000,100.000000,329,317
2025-09-03T09:30:00.800000,DEMO,99.980000,100.000000,330,320
2025-09-03T09:30:00.810000,DEMO,99.980000,100.000000,331,323
2025-09-03T09:30:00.820000,DEMO,99.980000,100.000000,332,326
2025-09-03T09:30:00.830000,DEMO,99.980000,100.000000,333,329
2025-09-03T09:30:00.840000,DEMO,99.990000,100.010000,334,282
2025-09-03T09:30:00.850000,DEMO,99.990000,100.010000,335,285
2025-09-03T09:30:00.860000,DEMO,99.990000,100.010000,336,288
2025-09-03T09:30:00.870000,DEMO,99.990000,100.010000,337,291
2025-09-03T09:30:00.880000,DEMO,99.990000,100.010000,338,294
2025-09-03T09:30:00.890000,DEMO,99.990000,100.010000,339,297
2025-09-03T09:30:00.900000,DEMO,99.990000,100.010000,340,300
2025-09-03T09:30:00.910000,DEMO,99.980000,100.000000,341,303
2025-09-03T09:30:00.920000,DEMO,99.980000,100.000000,342,306
2025-09-03T09:30:00.930000,DEMO,99.980000,100.000000,343,309
2025-09-03T09:30:00.940000,DEMO,99.980000,100.000000,344,312
2025-09-03T09:30:00.950000,DEMO,99.980000,100.000000,345,315
2025-09-03T09:30:00.960000,DEMO,99.980000,100.000000,346,318
2025-09-03T09:30:00.970000,DEMO,99.980000,100.000000,347,321
2025-09-03T09:30:00.980000,DEMO,99.990000,100.010000,348,324
2025-09-03T09:30:00.990000,DEMO,99.990000,100.010000,349,327
2025-09-03T09:30:01,DEMO,99.990000,100.010000,300,280
2025-09-03T09:30:01.010000,DEMO,99.990000,100.010000,301,283
2025-09-03T09:30:01.020000,DEMO,99.990000,100.010000,302,286
2025-09-03T09:30:01.030000,DEMO,99.990000,100.010000,303,289
2025-09-03T09:30:01.040000,DEMO,99.970000,99.990000,304,292
2025-09-03T09:30:01.050000,DEMO,99.980000,100.000000,305,295
2025-09-03T09:30:01.060000,DEMO,99.980000,100.000000,306,298
2025-09-03T09:30:01.070000,DEMO,99.980000,100.000000,307,301
2025-09-03T09:30:01.080000,DEMO,99.980000,100.000000,308,304
2025-09-03T09:30:01.090000,DEMO,99.980000,100.000000,309,307
2025-09-03T09:30:01.100000,DEMO,99.980000,100.000000,310,310
2025-09-03T09:30:01.110000,DEMO,99.980000,100.000000,311,313
2025-09-03T09:30:01.120000,DEMO,99.990000,100.010000,312,316
2025-09-03T09:30:01.130000,DEMO,99.990000,100.010000,313,319
2025-09-03T09:30:01.140000,DEMO,99.990000,100.010000,314,322
2025-09-03T09:30:01.150000,DEMO,99.990000,100.010000,315,325
2025-09-03T09:30:01.160000,DEMO,99.990000,100.010000,316,328
2025-09-03T09:30:01.170000,DEMO,99.970000,99.990000,317,281
2025-09-03T09:30:01.180000,DEMO,99.970000,99.990000,318,284
2025-09-03T09:30:01.190000,DEMO,99.980000,100.000000,319,287
2025-09-03T09:30:01.200000,DEMO,99.980000,100.000000,320,290
2025-09-03T09:30:01.210000,DEMO,99.980000,100.000000,321,293
2025-09-03T09:30:01.220000,DEMO,99.980000,100.000000,322,296
2025-09-03T09:30:01.230000,DEMO,99.980000,100.000000,323,299
2025-09-03T09:30:01.240000,DEMO,99.980000,100.000000,324,302
2025-09-03T09:30:01.250000,DEMO,99.980000,100.000000,325,305
2025-09-03T09:30:01.260000,DEMO,99.990000,100.010000,326,308
2025-09-03T09:30:01.270000,DEMO,99.990000,100.010000,327,311
2025-09-03T09:30:01.280000,DEMO,99.990000,100.010000,328,314
2025-09-03T09:30:01.290000,DEMO,99.990000,100.010000,329,317
2025-09-03T09:30:01.300000,DEMO,99.970000,99.990000,330,320
2025-09-03T09:30:01.310000,DEMO,99.970000,99.990000,331,323
2025-09-03T09:30:01.320000,DEMO,99.970000,99.990000,332,326
2025-09-03T09:30:01.330000,DEMO,99.980000,100.000000,333,329
2025-09-03T09:30:01.340000,DEMO,99.980000,100.000000,334,282
2025-09-03T09:30:01.350000,DEMO,99.980000,100.000000,335,285
2025-09-03T09:30:01.360000,DEMO,99.980000,100.000000,336,288
2025-09-03T09:30:01.370000,DEMO,99.980000,100.000000,337,291
2025-09-03T09:30:01.380000,DEMO,99.980000,100.000000,338,294
2025-09-03T09:30:01.390000,DEMO,99.980000,100.000000,339,297
2025-09-03T09:30:01.400000,DEMO,99.990000,100.010000,340,300
2025-09-03T09:30:01.410000,DEMO,99.990000,100.010000,341,303
2025-09-03T09:30:01.420000,DEMO,99.990000,100.010000,342,306
2025-09-03T09:30:01.430000,DEMO,99.970000,99.990000,343,309
2025-09-03T09:30:01.440000,DEMO,99.970000,99.990000,344,312
2025-09-03T09:30:01.450000,DEMO,99.970000,99.990000,345,315
2025-09-03T09:30:01.460000,DEMO,99.970000,99.990000,346,318
2025-09-03T09:30:01.470000,DEMO,99.980000,100.000000,347,321
2025-09-03T09:30:01.480000,DEMO,99.980000,100.000000,348,324
2025-09-03T09:30:01.490000,DEMO,99.980000,100.000000,349,327
2025-09-03T09:30:01.500000,DEMO,99.980000,100.000000,300,280
2025-09-03T09:30:01.510000,DEMO,99.980000,100.000000,301,283
2025-09-03T09:30:01.520000,DEMO,99.980000,100.000000,302,286
2025-09-03T09:30:01.530000,DEMO,99.980000,100.000000,303,289
2025-09-03T09:30:01.540000,DEMO,99.990000,100.010000,304,292
2025-09-03T09:30:01.550000,DEMO,99.990000,100.010000,305,295
2025-09-03T09:30:01.560000,DEMO,99.970000,99.990000,306,298
2025-09-03T09:30:01.570000,DEMO,99.970000,99.990000,307,301
2025-09-03T09:30:01.580000,DEMO,99.970000,99.990000,308,304
2025-09-03T09:30:01.590000,DEMO,99.970000,99.990000,309,307
2025-09-03T09:30:01.600000,DEMO,99.970000,99.990000,310,310
2025-09-03T09:30:01.610000,DEMO,99.980000,100.000000,311,313
2025-09-03T09:30:01.620000,DEMO,99.980000,100.000000,312,316
2025-09-03T09:30:01.630000,DEMO,99.980000,100.000000,313,319
2025-09-03T09:30:01.640000,DEMO,99.980000,100.000000,314,322
2025-09-03T09:30:01.650000,DEMO,99.980000,100.000000,315,325
2025-09-03T09:30:01.660000,DEMO,99.980000,100.000000,316,328
2025-09-03T09:30:01.670000,DEMO,99.980000,100.000000,317,281
2025-09-03T09:30:01.680000,DEMO,99.990000,100.010000,318,284
2025-09-03T09:30:01.690000,DEMO,99.970000,99.990000,319,287
2025-09-03T09:30:01.700000,DEMO,99.970000,99.990000,320,290
2025-09-03T09:30:01.710000,DEMO,99.970000,99.990000,321,293
2025-09-03T09:30:01.720000,DEMO,99.970000,99.990000,322,296
2025-09-03T09:30:01.730000,DEMO,99.970000,99.990000,323,299
2025-09-03T09:30:01.740000,DEMO,99.970000,99.990000,324,302
2025-09-03T09:30:01.750000,DEMO,99.980000,100.000000,325,305
2025-09-03T09:30:01.760000,DEMO,99.980000,100.000000,326,308
2025-09-03T09:30:01.770000,DEMO,99.980000,100.000000,327,311
2025-09-03T09:30:01.780000,DEMO,99.980000,100.000000,328,314
2025-09-03T09:30:01.790000,DEMO,99.980000,100.000000,329,317
2025-09-03T09:30:01.800000,DEMO,99.980000,100.000000,330,320
2025-09-03T09:30:01.810000,DEMO,99.980000,100.000000,331,323
2025-09-03T09:30:01.820000,DEMO,99.970000,99.990000,332,326
2025-09-03T09:30:01.830000,DEMO,99.970000,99.990000,333,329
2025-09-03T09:30:01.840000,DEMO,99.970000,99.990000,334,282
2025-09-03T09:30:01.850000,DEMO,99.970000,99.990000,335,285
2025-09-03T09:30:01.860000,DEMO,99.970000,99.990000,336,288
2025-09-03T09:30:01.870000,DEMO,99.970000,99.990000,337,291
2025-09-03T09:30:01.880000,DEMO,99.970000,99.990000,338,294
2025-09-03T09:30:01.890000,DEMO,99.980000,100.000000,339,297
2025-09-03T09:30:01.900000,DEMO,99.980000,100.000000,340,300
2025-09-03T09:30:01.910000,DEMO,99.980000,100.000000,341,303
2025-09-03T09:30:01.920000,DEMO,99.980000,100.000000,342,306
2025-09-03T09:30:01.930000,DEMO,99.980000,100.000000,343,309
2025-09-03T09:30:01.940000,DEMO,99.980000,100.000000,344,312
2025-09-03T09:30:01.950000,DEMO,99.960000,99.980000,345,315
2025-09-03T09:30:01.960000,DEMO,99.970000,99.990000,346,318
2025-09-03T09:30:01.970000,DEMO,99.970000,99.990000,347,321
2025-09-03T09:30:01.980000,DEMO,99.970000,99.990000,348,324
2025-09-03T09:30:01.990000,DEMO,99.970000,99.990000,349,327
2025-09-03T09:30:02,DEMO,99.970000,99.990000,300,280
2025-09-03T09:30:02.010000,DEMO,99.970000,99.990000,301,283
2025-09-03T09:30:02.020000,DEMO,99.970000,99.990000,302,286
2025-09-03T09:30:02.030000,DEMO,99.980000,100.000000,303,289
2025-09-03T09:30:02.040000,DEMO,99.980000,100.000000,304,292
2025-09-03T09:30:02.050000,DEMO,99.980000,100.000000,305,295
2025-09-03T09:30:02.060000,DEMO,99.980000,100.000000,306,298
2025-09-03T09:30:02.070000,DEMO,99.980000,100.000000,307,301
2025-09-03T09:30:02.080000,DEMO,99.960000,99.980000,308,304
2025-09-03T09:30:02.090000,DEMO,99.960000,99.980000,309,307
2025-09-03T09:30:02.100000,DEMO,99.970000,99.990000,310,310
2025-09-03T09:30:02.110000,DEMO,99.970000,99.990000,311,313
2025-09-03T09:30:02.120000,DEMO,99.970000,99.990000,312,316
2025-09-03T09:30:02.130000,DEMO,99.970000,99.990000,313,319
2025-09-03T09:30:02.140000,DEMO,99.970000,99.990000,314,322
2025-09-03T09:30:02.150000,DEMO,99.970000,99.990000,315,325
2025-09-03T09:30:02.160000,DEMO,99.970000,99.990000,316,328
2025-09-03T09:30:02.170000,DEMO,99.980000,100.000000,317,281
2025-09-03T09:30:02.180000,DEMO,99.980000,100.000000,318,284
2025-09-03T09:30:02.190000,DEMO,99.980000,100.000000,319,287
2025-09-03T09:30:02.200000,DEMO,99.980000,100.000000,320,290
2025-09-03T09:30:02.210000,DEMO,99.960000,99.980000,321,293
2025-09-03T09:30:02.220000,DEMO,99.960000,99.980000,322,296
2025-09-03T09:30:02.230000,DEMO,99.960000,99.980000,323,299
2025-09-03T09:30:02.240000,DEMO,99.970000,99.990000,324,302
2025-09-03T09:30:02.250000,DEMO,99.970000,99.990000,325,305
2025-09-03T09:30:02.260000,DEMO,99.970000,99.990000,326,308
2025-09-03T09:30:02.270000,DEMO,99.970000,99.990000,327,311
2025-09-03T09:30:02.280000,DEMO,99.970000,99.990000,328,314
2025-09-03T09:30:02.290000,DEMO,99.970000,99.990000,329,317
2025-09-03T09:30:02.300000,DEMO,99.970000,99.990000,330,320
2025-09-03T09:30:02.310000,DEMO,99.980000,100.000000,331,323
2025-09-03T09:30:02.320000,DEMO,99.980000,100.000000,332,326
2025-09-03T09:30:02.330000,DEMO,99.980000,100.000000,333,329
2025-09-03T09:30:02.340000,DEMO,99.960000,99.980000,334,282
2025-09-03T09:30:02.350000,DEMO,99.960000,99.980000,335,285
2025-09-03T09:30:02.360000,DEMO,99.960000,99.980000,336,288
2025-09-03T09:30:02.370000,DEMO,99.960000,99.980000,337,291
2025-09-03T09:30:02.380000,DEMO,99.970000,99.990000,338,294
2025-09-03T09:30:02.390000,DEMO,99.970000,99.990000,339,297
2025-09-03T09:30:02.400000,DEMO,99.970000,99.990000,340,300
2025-09-03T09:30:02.410000,DEMO,99.970000,99.990000,341,303
2025-09-03T09:30:02.420000,DEMO,99.970000,99.990000,342,306
2025-09-03T09:30:02.430000,DEMO,99.970000,99.990000,343,309
2025-09-03T09:30:02.440000,DEMO,99.970000,99.990000,344,312
2025-09-03T09:30:02.450000,DEMO,99.980000,100.000000,345,315
2025-09-03T09:30:02.460000,DEMO,99.980000,100.000000,346,318
2025-09-03T09:30:02.470000,DEMO,99.960000,99.980000,347,321
2025-09-03T09:30:02.480000,DEMO,99.960000,99.980000,348,324
2025-09-03T09:30:02.490000,DEMO,99.960000,99.980000,349,327
2025-09-03T09:30:02.500000,DEMO,99.960000,99.980000,300,280
2025-09-03T09:30:02.510000,DEMO,99.960000,99.980000,301,283
2025-09-03T09:30:02.520000,DEMO,99.970000,99.990000,302,286
2025-09-03T09:30:02.530000,DEMO,99.970000,99.990000,303,289
2025-09-03T09:30:02.540000,DEMO,99.970000,99.990000,304,292
2025-09-03T09:30:02.550000,DEMO,99.970000,99.990000,305,295
2025-09-03T09:30:02.560000,DEMO,99.970000,99.990000,306,298
2025-09-03T09:30:02.570000,DEMO,99.970000,99.990000,307,301
2025-09-03T09:30:02.580000,DEMO,99.970000,99.990000,308,304
2025-09-03T09:30:02.590000,DEMO,99.980000,100.000000,309,307
2025-09-03T09:30:02.600000,DEMO,99.960000,99.980000,310,310
2025-09-03T09:30:02.610000,DEMO,99.960000,99.980000,311,313
2025-09-03T09:30:02.620000,DEMO,99.960000,99.980000,312,316
2025-09-03T09:30:02.630000,DEMO,99.960000,99.980000,313,319
2025-09-03T09:30:02.640000,DEMO,99.960000,99.980000,314,322
2025-09-03T09:30:02.650000,DEMO,99.960000,99.980000,315,325
2025-09-03T09:30:02.660000,DEMO,99.970000,99.990000,316,328
2025-09-03T09:30:02.670000,DEMO,99.970000,99.990000,317,281
2025-09-03T09:30:02.680000,DEMO,99.970000,99.990000,318,284
2025-09-03T09:30:02.690000,DEMO,99.970000,99.990000,319,287
2025-09-03T09:30:02.700000,DEMO,99.970000,99.990000,320,290
2025-09-03T09:30:02.710000,DEMO,99.970000,99.990000,321,293
2025-09-03T09:30:02.720000,DEMO,99.970000,99.990000,322,296
2025-09-03T09:30:02.730000,DEMO,99.960000,99.980000,323,299
2025-09-03T09:30:02.740000,DEMO,99.960000,99.980000,324,302
2025-09-03T09:30:02.750000,DEMO,99.960000,99.980000,325,305
2025-09-03T09:30:02.760000,DEMO,99.960000,99.980000,326,308
2025-09-03T09:30:02.770000,DEMO,99.960000,99.980000,327,311
2025-09-03T09:30:02.780000,DEMO,99.960000,99.980000,328,314
2025-09-03T09:30:02.790000,DEMO,99.960000,99.980000,329,317
2025-09-03T09:30:02.800000,DEMO,99.970000,99.990000,330,320
2025-09-03T09:30:02.810000,DEMO,99.970000,99.990000,331,323
2025-09-03T09:30:02.820000,DEMO,99.970000,99.990000,332,326
2025-09-03T09:30:02.830000,DEMO,99.970000,99.990000,333,329
2025-09-03T09:30:02.840000,DEMO,99.970000,99.990000,334,282
2025-09-03T09:30:02.850000,DEMO,99.970000,99.990000,335,285
2025-09-03T09:30:02.860000,DEMO,99.950000,99.970000,336,288
2025-09-03T09:30:02.870000,DEMO,99.960000,99.980000,337,291
2025-09-03T09:30:02.880000,DEMO,99.960000,99.980000,338,294
2025-09-03T09:30:02.890000,DEMO,99.960000,99.980000,339,297
2025-09-03T09:30:02.900000,DEMO,99.960000,99.980000,340,300
2025-09-03T09:30:02.910000,DEMO,99.960000,99.980000,341,303
2025-09-03T09:30:02.920000,DEMO,99.960000,99.980000,342,306
2025-09-03T09:30:02.930000,DEMO,99.960000,99.980000,343,309
2025-09-03T09:30:02.940000,DEMO,99.970000,99.990000,344,312
2025-09-03T09:30:02.950000,DEMO,99.970000,99.990000,345,315
2025-09-03T09:30:02.960000,DEMO,99.970000,99.990000,346,318
2025-09-03T09:30:02.970000,DEMO,99.970000,99.990000,347,321
2025-09-03T09:30:02.980000,DEMO,99.970000,99.990000,348,324
2025-09-03T09:30:02.990000,DEMO,99.950000,99.970000,349,327
2025-09-03T09:30:03,DEMO,99.950000,99.970000,300,280
2025-09-03T09:30:03.010000,DEMO,99.960000,99.980000,301,283
2025-09-03T09:30:03.020000,DEMO,99.960000,99.980000,302,286
2025-09-03T09:30:03.030000,DEMO,99.960000,99.980000,303,289
2025-09-03T09:30:03.040000,DEMO,99.960000,99.980000,304,292
2025-09-03T09:30:03.050000,DEMO,99.960000,99.980000,305,295
2025-09-03T09:30:03.060000,DEMO,99.960000,99.980000,306,298
2025-09-03T09:30:03.070000,DEMO,99.960000,99.980000,307,301
2025-09-03T09:30:03.080000,DEMO,99.970000,99.990000,308,304
2025-09-03T09:30:03.090000,DEMO,99.970000,99.990000,309,307
2025-09-03T09:30:03.100000,DEMO,99.970000,99.990000,310,310
2025-09-03T09:30:03.110000,DEMO,99.970000,99.990000,311,313
2025-09-03T09:30:03.120000,DEMO,99.950000,99.970000,312,316
2025-09-03T09:30:03.130000,DEMO,99.950000,99.970000,313,319
2025-09-03T09:30:03.140000,DEMO,99.950000,99.970000,314,322
2025-09-03T09:30:03.150000,DEMO,99.960000,99.980000,315,325
2025-09-03T09:30:03.160000,DEMO,99.960000,99.980000,316,328
2025-09-03T09:30:03.170000,DEMO,99.960000,99.980000,317,281
2025-09-03T09:30:03.180000,DEMO,99.960000,99.980000,318,284
2025-09-03T09:30:03.190000,DEMO,99.960000,99.980000,319,287
2025-09-03T09:30:03.200000,DEMO,99.960000,99.980000,320,290
2025-09-03T09:30:03.210000,DEMO,99.960000,99.980000,321,293
2025-09-03T09:30:03.220000,DEMO,99.970000,99.990000,322,296
2025-09-03T09:30:03.230000,DEMO,99.970000,99.990000,323,299
2025-09-03T09:30:03.240000,DEMO,99.970000,99.990000,324,302
2025-09-03T09:30:03.250000,DEMO,99.950000,99.970000,325,305
2025-09-03T09:30:03.260000,DEMO,99.950000,99.970000,326,308
2025-09-03T09:30:03.270000,DEMO,99.950000,99.970000,327,311
2025-09-03T09:30:03.280000,DEMO,99.950000,99.970000,328,314
2025-09-03T09:30:03.290000,DEMO,99.960000,99.980000,329,317
2025-09-03T09:30:03.300000,DEMO,99.960000,99.980000,330,320
2025-09-03T09:30:03.310000,DEMO,99.960000,99.980000,331,323
2025-09-03T09:30:03.320000,DEMO,99.960000,99.980000,332,326
2025-09-03T09:30:03.330000,DEMO,99.960000,99.980000,333,329
2025-09-03T09:30:03.340000,DEMO,99.960000,99.980000,334,282
2025-09-03T09:30:03.350000,DEMO,99.960000,99.980000,335,285
2025-09-03T09:30:03.360000,DEMO,99.970000,99.990000,336,288
2025-09-03T09:30:03.370000,DEMO,99.970000,99.990000,337,291
2025-09-03T09:30:03.380000,DEMO,99.950000,99.970000,338,294
2025-09-03T09:30:03.390000,DEMO,99.950000,99.970000,339,297
2025-09-03T09:30:03.400000,DEMO,99.950000,99.970000,340,300
2025-09-03T09:30:03.410000,DEMO,99.950000,99.970000,341,303
2025-09-03T09:30:03.420000,DEMO,99.950000,99.970000,342,306
2025-09-03T09:30:03.430000,DEMO,99.960000,99.980000,343,309
2025-09-03T09:30:03.440000,DEMO,99.960000,99.980000,344,312
2025-09-03T09:30:03.450000,DEMO,99.960000,99.980000,345,315
2025-09-03T09:30:03.460000,DEMO,99.960000,99.980000,346,318
2025-09-03T09:30:03.470000,DEMO,99.960000,99.980000,347,321
2025-09-03T09:30:03.480000,DEMO,99.960000,99.980000,348,324
2025-09-03T09:30:03.490000,DEMO,99.960000,99.980000,349,327
2025-09-03T09:30:03.500000,DEMO,99.970000,99.990000,300,280
2025-09-03T09:30:03.510000,DEMO,99.950000,99.970000,301,283
2025-09-03T09:30:03.520000,DEMO,99.950000,99.970000,302,286
2025-09-03T09:30:03.530000,DEMO,99.950000,99.970000,303,289
2025-09-03T09:30:03.540000,DEMO,99.950000,99.970000,304,292
2025-09-03T09:30:03.550000,DEMO,99.950000,99.970000,305,295
2025-09-03T09:30:03.560000,DEMO,99.950000,99.970000,306,298
2025-09-03T09:30:03.570000,DEMO,99.960000,99.980000,307,301
2025-09-03T09:30:03.580000,DEMO,99.960000,99.980000,308,304
2025-09-03T09:30:03.590000,DEMO,99.960000,99.980000,309,307
2025-09-03T09:30:03.600000,DEMO,99.960000,99.980000,310,310
2025-09-03T09:30:03.610000,DEMO,99.960000,99.980000,311,313
2025-09-03T09:30:03.620000,DEMO,99.960000,99.980000,312,316
2025-09-03T09:30:03.630000,DEMO,99.960000,99.980000,313,319
2025-09-03T09:30:03.640000,DEMO,99.950000,99.970000,314,322
2025-09-03T09:30:03.650000,DEMO,99.950000,99.970000,315,325
2025-09-03T09:30:03.660000,DEMO,99.950000,99.970000,316,328
2025-09-03T09:30:03.670000,DEMO,99.950000,99.970000,317,281
2025-09-03T09:30:03.680000,DEMO,99.950000,99.970000,318,284
2025-09-03T09:30:03.690000,DEMO,99.950000,99.970000,319,287
2025-09-03T09:30:03.700000,DEMO,99.950000,99.970000,320,290
2025-09-03T09:30:03.710000,DEMO,99.960000,99.980000,321,293
2025-09-03T09:30:03.720000,DEMO,99.960000,99.980000,322,296
2025-09-03T09:30:03.730000,DEMO,99.960000,99.980000,323,299
2025-09-03T09:30:03.740000,DEMO,99.960000,99.980000,324,302
2025-09-03T09:30:03.750000,DEMO,99.960000,99.980000,325,305
2025-09-03T09:30:03.760000,DEMO,99.960000,99.980000,326,308
2025-09-03T09:30:03.770000,DEMO,99.940000,99.960000,327,311
2025-09-03T09:30:03.780000,DEMO,99.950000,99.970000,328,314
2025-09-03T09:30:03.790000,DEMO,99.950000,99.970000,329,317
2025-09-03T09:30:03.800000,DEMO,99.950000,99.970000,330,320
2025-09-03T09:30:03.810000,DEMO,99.950000,99.970000,331,323
2025-09-03T09:30:03.820000,DEMO,99.950000,99.970000,332,326
2025-09-03T09:30:03.830000,DEMO,99.950000,99.970000,333,329
2025-09-03T09:30:03.840000,DEMO,99.950000,99.970000,334,282
2025-09-03T09:30:03.850000,DEMO,99.960000,99.980000,335,285
2025-09-03T09:30:03.860000,DEMO,99.960000,99.980000,336,288
2025-09-03T09:30:03.870000,DEMO,99.960000,99.980000,337,291
2025-09-03T09:30:03.880000,DEMO,99.960000,99.980000,338,294
2025-09-03T09:30:03.890000,DEMO,99.960000,99.980000,339,297
2025-09-03T09:30:03.900000,DEMO,99.940000,99.960000,340,300
2025-09-03T09:30:03.910000,DEMO,99.940000,99.960000,341,303
2025-09-03T09:30:03.920000,DEMO,99.950000,99.970000,342,306
2025-09-03T09:30:03.930000,DEMO,99.950000,99.970000,343,309
2025-09-03T09:30:03.940000,DEMO,99.950000,99.970000,344,312
2025-09-03T09:30:03.950000,DEMO,99.950000,99.970000,345,315
2025-09-03T09:30:03.960000,DEMO,99.950000,99.970000,346,318
2025-09-03T09:30:03.970000,DEMO,99.950000,99.970000,347,321
2025-09-03T09:30:03.980000,DEMO,99.950000,99.970000,348,324
